ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,CheckpointIndex,SourceFile,FirstAimSourceRow,FirstTeleportSourceRow,FirstAppearSourceRow,FinalAppearSourceRow,ProgressBannerSourceRow,FirstAimTimestamp,FirstTeleportTimestamp,FirstAppearTimestamp,FinalAppearTimestamp,ProgressBannerTimestamp,StartPos_x,StartPos_y,StartPos_z,TargetPos_x,TargetPos_y,TargetPos_z,FirstLandingPos_x,FirstLandingPos_y,FirstLandingPos_z,FinalLandingPos_x,FinalLandingPos_y,FinalLandingPos_z,InitialTargetDistance2D,InitialTargetDistance3D,FirstTeleportDistance2D,FirstTeleportDistance3D,FirstLandingError2D,FirstLandingError3D,FinalLandingError2D,FinalLandingError3D,DirectHit,CorrectionCount,TeleportCountToCheckpoint,AllCorrectionsUnder100m,ContainsCorrectionAtLeast100m,TotalCorrectionDistance2D,TotalCorrectionDistance3D,MaxCorrectionDistance2D,MaxCorrectionDistance3D,FirstCorrectionLatency,TotalEpisodeTime,BannerDelayTime,TeleportActionSequence,TeleportSourceRows,AppearSourceRows,CorrectionDistances2D,CorrectionDistances3D,DistanceBand100m,DistanceBandBalanced,EpisodeStatus
SITE1_P03,P03,SITE1,tsunami,B,3,9,2,P03_race_tsunami_B_9.csv,10,11,12,15,16,13:13:41.020,13:13:43.127,13:13:43.128,13:13:45.062,13:13:47.605,-1827.000000,-154.200000,2256.100000,-2183.500000,-156.800000,1969.600000,-2144.500000,-154.800000,2000.800000,-2185.700000,-155.100000,1965.900000,457.355988,457.363379,407.411757,407.412199,49.944369,49.984398,4.304649,4.628175,false,1,2,true,false,53.994907,53.995741,53.994907,53.995741,0.649000,4.042000,2.543000,teleport_tsunami|teleport_tsunami,11|14,12|15,53.994907,53.995741,400-500,351-500,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,B,3,9,3,P03_race_tsunami_B_9.csv,18,19,20,23,24,13:13:53.286,13:13:55.094,13:13:55.094,13:13:56.934,13:13:59.166,-2185.800000,-155.100000,1966.100000,-2489.500000,-157.100000,2081.700000,-2475.100000,-155.400000,2070.400000,-2485.900000,-155.400000,2076.200000,324.956997,324.963152,307.527202,307.527348,18.304371,18.383144,6.573431,6.789698,false,1,2,true,false,12.211879,12.211879,12.211879,12.211879,0.583000,3.648000,2.232000,teleport_tsunami|teleport_tsunami,19|22,20|23,12.211879,12.211879,300-400,200-350,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,B,3,9,4,P03_race_tsunami_B_9.csv,25,26,27,30,31,13:14:00.271,13:14:02.265,13:14:02.265,13:14:03.801,13:14:05.865,-2485.900000,-155.400000,2076.000000,-2630.000000,-156.100000,2448.000000,-2609.900000,-154.400000,2421.700000,-2627.500000,-154.400000,2441.900000,398.934594,398.935208,367.266239,367.267600,33.101359,33.144985,6.592420,6.808083,false,1,2,true,false,26.726204,26.726204,26.726204,26.726204,0.546000,3.530000,2.064000,teleport_tsunami|teleport_tsunami,26|29,27|30,26.726204,26.726204,300-400,351-500,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,B,3,9,5,P03_race_tsunami_B_9.csv,32,33,34,40,41,13:14:07.231,13:14:08.935,13:14:08.935,13:14:12.107,13:14:14.119,-2627.400000,-154.400000,2442.000000,-2978.700000,-155.900000,2306.500000,-2775.800000,-155.000000,2379.600000,-2977.200000,-154.100000,2303.400000,376.526148,376.529136,160.985465,160.986583,215.666455,215.668333,3.443835,3.885872,false,2,3,false,true,215.578281,215.581485,209.457824,209.460211,0.512000,4.876000,2.012000,teleport_tsunami|teleport_tsunami|teleport_tsunami,33|36|39,34|37|40,209.457824|6.120457,209.460211|6.121274,300-400,351-500,contains_correction_at_least_100m
SITE1_P03,P03,SITE1,tsunami,B,3,9,6,P03_race_tsunami_B_9.csv,42,43,44,50,51,13:14:15.374,13:14:17.506,13:14:17.507,13:14:21.544,13:14:24.060,-2977.300000,-154.100000,2303.100000,-2999.000000,-156.000000,1931.000000,-2998.600000,-154.300000,1908.800000,-2999.700000,-154.300000,1930.800000,372.732210,372.737052,394.874892,394.874942,22.203603,22.268588,0.728011,1.849324,false,2,3,true,false,22.032127,22.032494,13.629747,13.630114,1.099000,6.170000,2.516000,teleport_tsunami|teleport_tsunami|teleport_tsunami,43|46|49,44|47|50,13.629747|8.402381,13.630114|8.402381,300-400,351-500,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,C,3,10,1,P03_race_tsunami_C_10.csv,3,4,5,11,12,13:14:35.077,13:14:36.460,13:14:36.460,13:14:38.970,13:14:40.921,-2003.500000,-141.800000,179.600000,-2299.700000,-147.700000,56.800000,-2279.100000,-145.900000,62.300000,-2298.700000,-146.100000,54.800000,320.646659,320.700935,299.524039,299.552099,21.321585,21.397430,2.236068,2.749545,false,2,3,true,false,20.987493,20.988661,14.996666,14.997000,0.581000,3.893000,1.951000,teleport_tsunami|teleport_tsunami|teleport_tsunami,4|7|10,5|8|11,14.996666|5.990826,14.997000|5.991661,300-400,200-350,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,C,3,10,2,P03_race_tsunami_C_10.csv,13,14,15,18,19,13:14:42.089,13:14:43.357,13:14:43.357,13:14:44.812,13:14:46.381,-2298.500000,-146.100000,54.600000,-2303.900000,-147.000000,-387.200000,-2310.000000,-145.100000,-363.000000,-2305.800000,-145.200000,-382.800000,441.833000,441.833917,417.758315,417.759512,24.956963,25.029183,4.792703,5.119570,false,1,2,true,false,20.200000,20.200248,20.200000,20.200248,0.488000,2.723000,1.569000,teleport_tsunami|teleport_tsunami,14|17,15|18,20.200000,20.200248,400-500,351-500,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,C,3,10,3,P03_race_tsunami_C_10.csv,20,21,22,22,23,13:14:47.306,13:14:48.956,13:14:48.956,13:14:48.956,13:14:51.059,-2306.000000,-145.200000,-382.600000,-1943.900000,-143.600000,-367.100000,-1947.100000,-142.200000,-372.600000,-1947.100000,-142.200000,-372.600000,362.431594,362.435125,359.039288,359.051821,6.363175,6.515366,6.363175,6.515366,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.650000,2.103000,teleport_tsunami,21,22,,,300-400,351-500,direct_hit
SITE1_P03,P03,SITE1,tsunami,C,3,10,4,P03_race_tsunami_C_10.csv,24,25,26,29,30,13:14:51.926,13:14:54.121,13:14:54.121,13:14:55.692,13:14:58.714,-1947.000000,-142.200000,-372.700000,-2025.000000,-148.600000,-798.000000,-2018.200000,-147.100000,-773.700000,-2023.900000,-146.900000,-797.200000,432.393444,432.440805,407.271948,407.301424,25.233509,25.278054,1.360147,2.177154,false,1,2,true,false,24.084227,24.085058,24.084227,24.085058,0.493000,3.766000,3.022000,teleport_tsunami|teleport_tsunami,25|28,26|29,24.084227,24.085058,400-500,351-500,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,C,3,10,5,P03_race_tsunami_C_10.csv,38,39,40,43,44,13:15:05.463,13:15:08.181,13:15:08.181,13:15:09.501,13:15:11.052,-1956.100000,-142.200000,-942.800000,-1819.400000,-140.800000,-1190.000000,-1830.200000,-139.200000,-1173.400000,-1819.400000,-139.100000,-1192.200000,282.479610,282.483079,262.730223,262.747350,19.804040,19.868568,2.200000,2.780288,false,1,2,true,false,21.681328,21.681559,21.681328,21.681559,0.480000,4.038000,1.551000,teleport_tsunami|teleport_tsunami,39|42,40|43,21.681328,21.681559,200-300,200-350,short_corrections_only
SITE1_P03,P03,SITE1,tsunami,C,3,10,6,P03_race_tsunami_C_10.csv,46,47,48,54,55,13:15:17.546,13:15:19.395,13:15:19.395,13:15:23.437,13:15:26.685,-1819.500000,-139.100000,-1192.300000,-1375.200000,-127.000000,-1014.300000,-1308.500000,-123.400000,-996.600000,-1371.300000,-125.400000,-1016.800000,478.629805,478.782727,547.192370,547.417555,69.008550,69.102388,4.632494,4.901020,false,2,3,true,false,65.968909,65.997461,57.998966,58.026890,1.395000,5.891000,3.248000,teleport_tsunami|teleport_tsunami|teleport_tsunami,47|50|53,48|51|54,57.998966|7.969944,58.026890|7.970571,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,map,A,1,1,1,P04_race_map_A_1.csv,3,4,5,8,9,14:09:21.313,14:09:25.082,14:09:25.082,14:09:33.158,14:09:40.858,1364.600000,-136.900000,-2182.500000,1036.100000,-125.400000,-1926.600000,1365.900000,-137.800000,-2172.200000,1037.700000,-123.800000,-1927.800000,416.409726,416.568494,10.381715,10.420653,411.202383,411.389305,2.000000,2.561250,false,1,2,false,true,401.943105,402.183379,401.943105,402.183379,1.989000,11.845000,7.700000,teleport_map|teleport_map,4|7,5|8,401.943105,402.183379,400-500,351-500,contains_correction_at_least_100m
SITE1_P04,P04,SITE1,map,A,1,1,2,P04_race_map_A_1.csv,10,11,12,12,13,14:09:42.149,14:09:45.600,14:09:45.600,14:09:45.600,14:09:50.792,1037.900000,-123.800000,-1927.700000,660.800000,-122.800000,-2101.300000,663.800000,-121.100000,-2100.200000,663.800000,-121.100000,-2100.200000,415.140181,415.141386,409.035756,409.044020,3.195309,3.619392,3.195309,3.619392,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.451000,5.192000,teleport_map,11,12,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,A,1,1,3,P04_race_map_A_1.csv,14,15,16,16,17,14:09:51.801,14:09:55.713,14:09:55.714,14:09:55.714,14:09:59.869,663.800000,-121.100000,-2100.200000,193.000000,-120.500000,-2075.600000,196.700000,-118.900000,-2075.900000,196.700000,-118.900000,-2075.900000,471.442255,471.442637,459.536549,459.541815,3.712142,4.042277,3.712142,4.042277,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.913000,4.155000,teleport_map,15,16,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,A,1,1,4,P04_race_map_A_1.csv,19,20,21,21,22,14:10:01.691,14:10:04.231,14:10:04.231,14:10:04.231,14:10:09.033,196.600000,-118.900000,-2075.900000,207.800000,-130.500000,-1742.200000,210.000000,-128.900000,-1742.700000,210.000000,-128.900000,-1742.700000,333.887900,334.089344,331.915366,332.062976,2.256103,2.765863,2.256103,2.765863,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.540000,4.802000,teleport_map,20,21,,,300-400,200-350,direct_hit
SITE1_P04,P04,SITE1,map,A,1,1,5,P04_race_map_A_1.csv,23,24,25,25,26,14:10:09.690,14:10:12.595,14:10:12.595,14:10:12.595,14:10:16.012,210.000000,-128.900000,-1742.800000,-221.000000,-110.700000,-1770.000000,-219.400000,-109.100000,-1772.000000,-219.400000,-109.100000,-1772.000000,431.857430,432.240766,430.398478,430.853676,2.561250,3.019934,2.561250,3.019934,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.905000,3.417000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,A,1,1,6,P04_race_map_A_1.csv,27,28,29,29,30,14:10:16.543,14:10:18.981,14:10:18.981,14:10:18.981,14:10:20.917,-219.300000,-109.100000,-1772.000000,-640.700000,-108.700000,-1512.100000,-636.900000,-107.100000,-1511.700000,-636.900000,-107.100000,-1511.700000,495.101979,495.102141,492.083174,492.087238,3.820995,4.142463,3.820995,4.142463,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.438000,1.936000,teleport_map,28,29,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,B,1,2,1,P04_race_map_B_2.csv,3,4,5,5,6,14:10:59.382,14:11:01.688,14:11:01.688,14:11:01.688,14:11:04.185,-1587.600000,-148.200000,1834.000000,-1824.000000,-155.900000,2254.000000,-1822.800000,-154.400000,2256.700000,-1822.800000,-154.400000,2256.700000,481.959500,482.021006,483.729604,483.769336,2.954657,3.313608,2.954657,3.313608,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.306000,2.497000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,B,1,2,2,P04_race_map_B_2.csv,7,8,9,9,10,14:11:04.735,14:11:07.552,14:11:07.552,14:11:07.552,14:11:09.711,-1822.800000,-154.400000,2256.700000,-2183.500000,-156.800000,1969.600000,-2183.000000,-155.100000,1970.100000,-2183.000000,-155.100000,1970.100000,461.010737,461.016985,460.573230,460.573762,0.707107,1.841195,0.707107,1.841195,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.817000,2.159000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,B,1,2,3,P04_race_map_B_2.csv,11,12,13,13,14,14:11:10.438,14:11:12.494,14:11:12.494,14:11:12.494,14:11:15.517,-2183.000000,-155.100000,1969.900000,-2489.500000,-157.100000,2081.700000,-2493.200000,-155.500000,2078.700000,-2493.200000,-155.500000,2078.700000,326.253720,326.259850,328.693976,328.694220,4.763402,5.024938,4.763402,5.024938,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.056000,3.023000,teleport_map,12,13,,,300-400,200-350,direct_hit
SITE1_P04,P04,SITE1,map,B,1,2,4,P04_race_map_B_2.csv,15,16,17,17,18,14:11:16.136,14:11:18.834,14:11:18.834,14:11:18.834,14:11:20.622,-2493.200000,-155.500000,2078.800000,-2630.000000,-156.100000,2448.000000,-2627.900000,-154.500000,2446.300000,-2627.900000,-154.500000,2446.300000,393.729450,393.729907,391.442576,391.443853,2.701851,3.140064,2.701851,3.140064,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.698000,1.788000,teleport_map,16,17,,,300-400,351-500,direct_hit
SITE1_P04,P04,SITE1,map,B,1,2,5,P04_race_map_B_2.csv,19,20,21,21,22,14:11:21.287,14:11:23.601,14:11:23.601,14:11:23.601,14:11:25.328,-2628.100000,-154.500000,2446.100000,-2978.700000,-155.900000,2306.500000,-2976.100000,-154.200000,2307.000000,-2976.100000,-154.200000,2307.000000,377.370534,377.373131,374.900320,374.900440,2.647640,3.146427,2.647640,3.146427,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.314000,1.727000,teleport_map,20,21,,,300-400,351-500,direct_hit
SITE1_P04,P04,SITE1,map,B,1,2,6,P04_race_map_B_2.csv,23,24,25,25,26,14:11:25.873,14:11:29.074,14:11:29.075,14:11:29.075,14:11:31.037,-2976.200000,-154.200000,2306.900000,-2999.000000,-156.000000,1931.000000,-2994.200000,-154.500000,1928.200000,-2994.200000,-154.500000,1928.200000,376.590826,376.595127,379.327312,379.327431,5.556978,5.755867,5.556978,5.755867,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.202000,1.962000,teleport_map,24,25,,,300-400,351-500,direct_hit
SITE1_P04,P04,SITE1,map,C,1,3,1,P04_race_map_C_3.csv,3,4,5,5,6,14:12:32.453,14:12:36.334,14:12:36.334,14:12:36.334,14:12:39.288,-2003.100000,-141.900000,179.600000,-2299.700000,-147.700000,56.800000,-2296.500000,-146.100000,59.200000,-2296.500000,-146.100000,59.200000,321.016199,321.068591,317.126552,317.154363,4.000000,4.308132,4.000000,4.308132,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,3.881000,2.954000,teleport_map,4,5,,,300-400,200-350,direct_hit
SITE1_P04,P04,SITE1,map,C,1,3,2,P04_race_map_C_3.csv,7,8,9,9,10,14:12:40.226,14:12:44.902,14:12:44.902,14:12:44.902,14:12:50.104,-2296.500000,-146.200000,59.200000,-2303.900000,-147.000000,-387.200000,-2303.400000,-145.400000,-390.100000,-2303.400000,-145.400000,-390.100000,446.461331,446.462048,449.454514,449.455059,2.942788,3.349627,2.942788,3.349627,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.676000,5.202000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,C,1,3,3,P04_race_map_C_3.csv,11,12,13,13,14,14:12:50.682,14:12:57.057,14:12:57.058,14:12:57.058,14:13:05.995,-2303.400000,-145.400000,-390.400000,-1943.900000,-143.600000,-367.100000,-1944.000000,-142.100000,-371.000000,-1944.000000,-142.100000,-371.000000,360.254271,360.258768,359.745299,359.760434,3.901282,4.179713,3.901282,4.179713,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,6.376000,8.937000,teleport_map,12,13,,,300-400,351-500,direct_hit
SITE1_P04,P04,SITE1,map,C,1,3,4,P04_race_map_C_3.csv,15,16,17,17,18,14:13:06.800,14:13:08.984,14:13:08.984,14:13:08.984,14:13:11.649,-1944.200000,-142.100000,-370.800000,-2025.000000,-148.600000,-798.000000,-2024.600000,-146.900000,-800.900000,-2024.600000,-146.900000,-800.900000,434.774056,434.822642,437.648489,437.674811,2.927456,3.385262,2.927456,3.385262,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.184000,2.665000,teleport_map,16,17,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,C,1,3,5,P04_race_map_C_3.csv,19,20,21,21,22,14:13:12.298,14:13:14.923,14:13:14.923,14:13:14.923,14:13:17.099,-2024.600000,-146.900000,-800.900000,-1819.400000,-140.800000,-1190.000000,-1814.900000,-138.900000,-1192.300000,-1814.900000,-138.900000,-1192.300000,439.892998,439.935291,444.077032,444.149085,5.053712,5.399074,5.053712,5.399074,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.625000,2.176000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,map,C,1,3,6,P04_race_map_C_3.csv,23,24,25,25,26,14:13:17.906,14:13:23.517,14:13:23.517,14:13:23.517,14:13:25.497,-1814.900000,-138.900000,-1192.300000,-1375.200000,-127.000000,-1014.300000,-1371.000000,-125.400000,-1017.400000,-1371.000000,-125.400000,-1017.400000,474.362825,474.512065,477.465863,477.653860,5.220153,5.459853,5.220153,5.459853,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,5.611000,1.980000,teleport_map,24,25,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,tsunami,A,2,7,1,P04_race_tsunami_A_7.csv,3,4,5,8,9,14:25:56.579,14:25:58.749,14:25:58.749,14:26:00.386,14:26:03.159,1364.500000,-136.900000,-2182.400000,1036.100000,-125.400000,-1926.600000,1048.700000,-123.900000,-1939.400000,1036.200000,-123.800000,-1928.600000,416.269384,416.428205,398.470375,398.682380,17.961069,18.023596,2.002498,2.563201,false,1,2,true,false,16.454179,16.454483,16.454179,16.454483,0.591000,3.807000,2.773000,teleport_tsunami|teleport_tsunami,4|7,5|8,16.454179,16.454483,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,A,2,7,2,P04_race_tsunami_A_7.csv,10,11,12,15,16,14:26:03.826,14:26:07.205,14:26:07.206,14:26:09.241,14:26:11.632,1036.300000,-123.800000,-1928.800000,660.800000,-122.800000,-2101.300000,642.800000,-119.600000,-2120.000000,657.900000,-121.100000,-2102.900000,413.226935,413.228145,437.492503,437.512663,25.955539,26.152055,3.312099,3.722902,false,1,2,true,false,22.737854,22.780913,22.737854,22.780913,0.866000,5.415000,2.391000,teleport_tsunami|teleport_tsunami,11|14,12|15,22.737854,22.780913,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,A,2,7,3,P04_race_tsunami_A_7.csv,18,19,20,23,24,14:26:16.405,14:26:18.267,14:26:18.268,14:26:20.035,14:26:22.216,657.900000,-121.100000,-2103.100000,193.000000,-120.500000,-2075.600000,217.600000,-118.000000,-2100.500000,195.500000,-118.800000,-2080.000000,465.712637,465.713023,440.307677,440.318589,35.002428,35.091594,5.060632,5.338539,false,1,2,true,false,30.076070,30.086708,30.076070,30.086708,0.577000,3.630000,2.181000,teleport_tsunami|teleport_tsunami,19|22,20|23,30.076070,30.086708,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,A,2,7,4,P04_race_tsunami_A_7.csv,25,26,27,30,31,14:26:23.136,14:26:25.816,14:26:25.816,14:26:27.038,14:26:29.608,195.700000,-118.700000,-2079.800000,207.800000,-130.500000,-1742.200000,210.300000,-128.500000,-1760.700000,207.600000,-128.900000,-1745.100000,337.816770,338.022795,319.433827,319.584120,18.668155,18.774983,2.906888,3.318132,false,1,2,true,false,15.815183,15.818028,15.815183,15.818028,0.668000,3.902000,2.570000,teleport_tsunami|teleport_tsunami,26|29,27|30,15.815183,15.818028,300-400,200-350,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,A,2,7,5,P04_race_tsunami_A_7.csv,32,33,34,37,38,14:26:30.233,14:26:32.897,14:26:32.897,14:26:34.486,14:26:36.937,207.500000,-128.800000,-1745.100000,-221.000000,-110.700000,-1770.000000,-195.500000,-110.000000,-1768.500000,-219.800000,-109.200000,-1770.400000,429.222856,429.604318,403.678783,404.116320,25.544080,25.553669,1.264911,1.962142,false,1,2,true,false,24.274472,24.287651,24.274472,24.287651,0.440000,4.253000,2.451000,teleport_tsunami|teleport_tsunami,33|36,34|37,24.274472,24.287651,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,A,2,7,6,P04_race_tsunami_A_7.csv,39,40,41,41,42,14:26:37.507,14:26:39.914,14:26:39.914,14:26:39.914,14:26:41.154,-219.800000,-109.200000,-1770.300000,-640.700000,-108.700000,-1512.100000,-647.300000,-107.100000,-1510.200000,-647.300000,-107.100000,-1510.200000,493.785429,493.785682,500.408093,500.412500,6.868042,7.051950,6.868042,7.051950,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.407000,1.240000,teleport_tsunami,40,41,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,tsunami,B,2,5,1,P04_race_tsunami_B_5.csv,3,4,5,5,6,14:23:29.229,14:23:31.328,14:23:31.328,14:23:31.328,14:23:33.052,-1587.400000,-148.100000,1834.200000,-1824.000000,-155.900000,2254.000000,-1825.200000,-154.300000,2256.900000,-1825.200000,-154.300000,2256.900000,481.883388,481.946512,484.999103,485.038730,3.138471,3.522783,3.138471,3.522783,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.099000,1.724000,teleport_tsunami,4,5,,,400-500,351-500,direct_hit
SITE1_P04,P04,SITE1,tsunami,B,2,5,2,P04_race_tsunami_B_5.csv,7,8,9,12,13,14:23:33.726,14:23:37.318,14:23:37.318,14:23:39.476,14:23:44.086,-1825.200000,-154.300000,2256.700000,-2183.500000,-156.800000,1969.600000,-2196.700000,-155.100000,1971.100000,-2182.300000,-155.100000,1967.500000,459.135383,459.142189,468.593224,468.593907,13.284954,13.393282,2.418677,2.956349,false,1,2,true,false,14.796283,14.796621,14.796283,14.796621,1.006000,5.750000,4.610000,teleport_tsunami|teleport_tsunami,8|11,9|12,14.796283,14.796621,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,B,2,5,3,P04_race_tsunami_B_5.csv,14,15,16,19,20,14:23:44.984,14:23:48.511,14:23:48.511,14:23:50.824,14:23:55.040,-2182.800000,-155.100000,1967.400000,-2489.500000,-157.100000,2081.700000,-2500.100000,-155.400000,2085.800000,-2492.400000,-155.400000,2082.300000,327.306248,327.312358,338.670710,338.670843,11.365298,11.491736,2.961419,3.414674,false,1,2,true,false,8.052950,8.053571,8.052950,8.053571,1.294000,5.840000,4.216000,teleport_tsunami|teleport_tsunami,15|18,16|19,8.052950,8.053571,300-400,200-350,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,B,2,5,4,P04_race_tsunami_B_5.csv,22,23,24,27,28,14:24:04.799,14:24:06.376,14:24:06.376,14:24:07.428,14:24:14.125,-2492.700000,-155.400000,2081.900000,-2630.000000,-156.100000,2448.000000,-2624.300000,-154.400000,2438.700000,-2631.600000,-154.500000,2447.800000,390.999361,390.999987,380.295674,380.296989,10.907795,11.039475,1.612452,2.271563,false,1,2,true,false,11.300442,11.300885,11.300442,11.300885,0.640000,2.629000,6.697000,teleport_tsunami|teleport_tsunami,23|26,24|27,11.300442,11.300885,300-400,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,B,2,5,5,P04_race_tsunami_B_5.csv,29,30,31,37,38,14:24:14.961,14:24:17.572,14:24:17.573,14:24:21.846,14:24:24.972,-2631.500000,-154.500000,2447.800000,-2978.700000,-155.900000,2306.500000,-2918.600000,-153.500000,2315.100000,-2981.100000,-154.300000,2305.400000,374.851344,374.853958,316.284208,316.285788,60.712190,60.759608,2.640076,3.087070,false,2,3,true,false,83.518601,83.523456,73.276531,73.280898,0.537000,6.885000,3.126000,teleport_tsunami|teleport_tsunami|teleport_tsunami,30|33|36,31|34|37,73.276531|10.242070,73.280898|10.242558,300-400,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,B,2,5,6,P04_race_tsunami_B_5.csv,39,40,41,41,42,14:24:25.916,14:24:28.663,14:24:28.663,14:24:28.663,14:24:31.143,-2981.100000,-154.300000,2305.400000,-2999.000000,-156.000000,1931.000000,-3000.300000,-154.300000,1928.700000,-3000.300000,-154.300000,1928.700000,374.827654,374.831509,377.089114,377.089114,2.641969,3.141656,2.641969,3.141656,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.747000,2.480000,teleport_tsunami,40,41,,,300-400,351-500,direct_hit
SITE1_P04,P04,SITE1,tsunami,C,2,6,1,P04_race_tsunami_C_6.csv,3,4,5,11,12,14:24:48.808,14:24:51.310,14:24:51.310,14:24:55.381,14:24:57.562,-2003.200000,-141.800000,179.600000,-2299.700000,-147.700000,56.800000,-2319.800000,-146.000000,50.500000,-2298.300000,-146.200000,55.100000,320.923807,320.978037,341.909886,341.935681,21.064188,21.132676,2.202272,2.664583,false,2,3,true,false,32.428767,32.429895,27.128767,27.128951,0.867000,6.573000,2.181000,teleport_tsunami|teleport_tsunami|teleport_tsunami,4|7|10,5|8|11,27.128767|5.300000,27.128951|5.300943,300-400,200-350,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,C,2,6,2,P04_race_tsunami_C_6.csv,13,14,15,18,19,14:24:58.388,14:25:00.999,14:25:00.999,14:25:03.382,14:25:05.789,-2298.200000,-146.200000,55.100000,-2303.900000,-147.000000,-387.200000,-2304.800000,-145.400000,-398.900000,-2306.700000,-145.400000,-390.200000,442.336727,442.337450,454.047971,454.048676,11.734564,11.843141,4.103657,4.404543,false,1,2,true,false,8.807383,8.807951,8.807383,8.807951,1.107000,4.994000,2.407000,teleport_tsunami|teleport_tsunami,14|17,15|18,8.807383,8.807951,400-500,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,C,2,6,3,P04_race_tsunami_C_6.csv,20,21,22,25,26,14:25:07.492,14:25:09.991,14:25:09.991,14:25:11.121,14:25:13.433,-2306.800000,-145.400000,-390.100000,-1943.900000,-143.600000,-367.100000,-1956.300000,-142.500000,-367.800000,-1946.400000,-142.000000,-368.300000,363.628120,363.632576,351.208684,351.220657,12.419742,12.468360,2.773085,3.201562,false,1,2,true,false,9.912618,9.925220,9.912618,9.925220,0.736000,3.629000,2.312000,teleport_tsunami|teleport_tsunami,21|24,22|25,9.912618,9.925220,300-400,351-500,short_corrections_only
SITE1_P04,P04,SITE1,tsunami,C,2,6,4,P04_race_tsunami_C_6.csv,27,28,29,32,33,14:25:14.096,14:25:17.130,14:25:17.130,14:25:19.445,14:25:21.541,-1946.400000,-142.000000,-368.300000,-2025.000000,-148.600000,-798.000000,-2024.800000,-146.700000,-807.200000,-2027.200000,-146.900000,-802.500000,436.829543,436.879400,445.847250,445.872022,9.202174,9.396276,5.008992,5.289612,false,1,2,true,false,5.277310,5.278257,5.277310,5.278257,1.193000,5.349000,2.096000,teleport_tsunami|teleport_tsunami,28|31,29|32,5.277310,5.278257,400-500,351-500,short_corrections_only
