ParticipantID,Location,Method,PathID,MethodOrder,RunID,TotalPathTime,BannerDelayTime,BannerCount,MeanBannerDelayTime,NetPathTime,TeleportCount_Base,TeleportCount_Map,TeleportCount_Tsunami,TotalTeleports,TotalTraversedDistance,MeanOrientationTime,MeanAimingTime,MeanHeadDelta,MeanPostLandingDirectionalError,MedianPostLandingDirectionalError,MeanReorientationImprovement,MeanLeftControllerDirectionalError,MeanRightControllerDirectionalError,MeanLeftControllerViewingAngle,MeanRightControllerViewingAngle,MeanNearestControllerViewingAngle,ControllerDirectedAttentionRate,MeanLeftControllerViewingAngleAtMapAim,MeanRightControllerViewingAngleAtMapAim,LeftControllerViewingRateAtMapAim15,LeftControllerViewingRateAtMapAim20,LeftControllerViewingRateAtMapAim25,RightControllerViewingRateAtMapAim15,RightControllerViewingRateAtMapAim20,RightControllerViewingRateAtMapAim25,MapAimSampleCount,DirectionalSampleCount,DirectionalRecoveredFromTeleportCount
P01,SITE1,baseline,A,1,1,82.00,17.12,6,2.85,64.88,32,0,0,32,3115.04,1.05,1.39,16.18,28.10,10.94,11.01,23.29,17.14,85.78,78.86,78.13,0.0000,,,,,,,,,0,31,0
P01,SITE1,baseline,B,1,2,55.98,11.71,6,1.95,44.26,30,0,0,30,2933.41,0.93,0.95,23.37,31.77,6.96,18.24,26.01,9.76,84.44,73.27,72.62,0.0000,,,,,,,,,0,29,0
P01,SITE1,baseline,C,1,3,57.97,10.81,6,1.80,47.15,33,0,0,33,3048.66,0.79,0.91,18.85,25.82,4.42,17.88,29.49,8.33,88.47,77.23,76.15,0.0000,,,,,,,,,0,32,0
P01,SITE1,map,A,2,7,50.79,13.65,6,2.27,37.14,0,7,0,7,3012.24,3.46,4.18,55.75,66.16,57.81,51.21,22.11,12.69,51.83,76.76,51.60,0.0000,51.83,76.76,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P01,SITE1,map,B,2,5,51.73,14.86,6,2.48,36.87,0,7,0,7,2881.47,3.87,3.85,70.27,65.33,69.40,57.63,26.94,6.80,54.72,80.78,54.56,0.1667,54.72,80.78,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P01,SITE1,map,C,2,6,57.79,15.97,6,2.66,41.82,0,7,0,7,2888.45,3.95,4.42,61.89,70.18,71.53,40.42,50.73,32.37,54.81,80.63,54.58,0.0000,54.81,80.63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P01,SITE1,tsunami,A,3,10,49.18,11.06,6,1.84,38.12,0,0,13,13,3701.15,1.74,1.85,58.95,75.56,53.86,50.25,54.98,26.26,84.51,64.75,63.76,0.0000,,,,,,,,,0,12,0
P01,SITE1,tsunami,B,3,11,38.73,8.86,6,1.48,29.88,0,0,14,14,2914.52,1.41,1.26,38.12,48.72,28.39,31.45,41.55,14.26,84.90,77.43,74.82,0.0000,,,,,,,,,0,13,0
P01,SITE1,tsunami,C,3,9,50.64,11.45,6,1.91,39.19,0,0,12,12,2993.79,2.13,1.76,77.67,86.19,87.29,74.59,39.62,8.98,86.49,71.27,69.80,0.0000,,,,,,,,,0,11,0
P02,SITE1,baseline,A,1,3,57.65,10.50,6,1.75,47.15,37,0,0,37,3066.83,0.69,0.84,11.49,15.98,6.61,10.06,11.45,7.57,59.43,64.91,57.52,0.0000,,,,,,,,,0,36,0
P02,SITE1,baseline,B,1,1,64.87,14.26,6,2.38,50.61,34,0,0,34,2994.83,1.03,0.83,25.49,29.82,6.15,20.60,12.99,8.77,67.12,60.55,58.13,0.0000,,,,,,,,,0,33,0
P02,SITE1,baseline,C,1,2,53.90,9.87,6,1.65,44.03,35,0,0,35,2953.97,0.73,0.79,15.93,20.94,8.10,14.82,11.51,7.82,62.32,62.11,58.94,0.0000,,,,,,,,,0,34,0
P02,SITE1,map,A,2,6,51.59,12.81,6,2.14,38.78,0,7,0,7,3003.07,3.84,3.92,58.07,61.18,48.45,56.67,9.75,11.07,37.26,56.42,36.24,0.0000,37.26,56.42,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P02,SITE1,map,B,2,7,43.84,9.53,6,1.59,34.31,0,7,0,7,2896.87,2.94,3.63,62.99,75.52,72.42,52.02,31.24,34.53,55.23,68.04,54.54,0.0000,55.23,68.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P02,SITE1,map,C,2,5,60.05,14.49,6,2.42,45.56,0,8,0,8,2914.74,3.49,4.31,62.01,67.26,71.10,64.07,10.12,16.76,43.65,57.90,43.65,0.0000,43.65,57.90,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P02,SITE1,tsunami,A,3,9,56.71,10.39,6,1.73,46.32,0,0,12,12,3098.18,2.15,1.87,72.53,75.46,62.23,72.30,25.17,5.66,79.45,71.27,68.95,0.0000,,,,,,,,,0,11,0
P02,SITE1,tsunami,B,3,10,41.49,7.47,6,1.25,34.02,0,0,10,10,2893.65,2.10,2.20,45.76,47.44,50.20,41.60,27.55,3.62,77.42,72.05,70.10,0.0000,,,,,,,,,0,9,0
P02,SITE1,tsunami,C,3,11,53.76,8.78,6,1.46,44.98,0,0,13,13,2898.34,1.69,1.71,38.09,38.19,18.90,31.65,23.34,5.87,83.49,71.27,71.27,0.0000,,,,,,,,,0,12,0
P03,SITE1,baseline,A,1,2,79.26,17.57,6,2.93,61.69,35,0,0,35,3122.02,1.16,1.11,19.80,26.16,7.48,17.01,13.17,19.76,72.17,82.02,71.72,0.0000,,,,,,,,,0,34,0
P03,SITE1,baseline,B,1,3,65.48,20.13,6,3.36,45.34,34,0,0,34,2925.20,1.01,0.76,15.34,19.36,5.15,13.17,6.32,19.45,66.37,84.38,66.37,0.0000,,,,,,,,,0,33,0
P03,SITE1,baseline,C,1,1,79.72,19.49,6,3.25,60.23,42,0,0,42,2968.15,0.98,0.86,12.79,20.76,4.91,11.94,10.95,21.17,69.42,81.37,69.14,0.0000,,,,,,,,,0,41,0
P03,SITE1,map,A,2,5,65.23,30.47,6,5.08,34.77,0,7,0,7,3006.23,6.30,3.82,32.46,81.89,61.21,29.96,46.23,69.69,48.84,64.88,48.28,0.0000,48.84,64.88,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,6,6,0
P03,SITE1,map,B,2,6,55.41,30.83,6,5.14,24.58,0,6,0,6,2879.65,4.11,3.02,49.98,78.48,79.44,48.61,31.04,43.49,42.45,68.74,42.45,0.0000,42.45,68.74,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,5,5,0
P03,SITE1,map,C,2,7,62.83,25.48,6,4.25,37.35,0,6,0,6,2771.50,5.28,3.15,30.30,64.55,68.96,17.04,50.85,50.01,26.02,62.91,26.02,0.0000,26.02,62.91,0.0000,0.0000,0.6000,0.0000,0.0000,0.0000,5,5,0
P03,SITE1,tsunami,A,3,11,61.53,16.20,6,2.70,45.33,0,0,18,18,3735.48,1.84,1.35,56.24,75.19,32.87,48.29,25.45,52.13,69.25,84.47,67.37,0.0000,,,,,,,,,0,17,0
P03,SITE1,tsunami,B,3,9,59.16,15.96,6,2.66,43.20,0,0,15,15,2965.43,2.15,1.56,59.96,67.89,50.29,54.19,11.78,35.79,73.07,82.80,71.52,0.0000,,,,,,,,,0,14,0
P03,SITE1,tsunami,C,3,10,56.53,13.44,6,2.24,43.09,0,0,17,17,3024.64,1.61,1.34,43.04,53.79,26.07,40.65,12.50,38.23,76.25,84.86,73.54,0.0000,,,,,,,,,0,16,0
P04,SITE1,baseline,A,3,10,78.10,11.70,6,1.95,66.40,43,0,0,43,3071.90,0.77,0.96,11.57,15.62,6.37,9.04,21.37,6.81,79.14,53.69,53.55,0.0000,,,,,,,,,0,42,0
P04,SITE1,baseline,B,3,11,60.35,11.69,6,1.95,48.67,35,0,0,35,2888.97,0.77,0.84,9.15,13.91,3.61,7.46,18.39,6.63,74.44,54.77,54.64,0.0000,,,,,,,,,0,34,0
P04,SITE1,baseline,C,3,9,67.42,12.45,6,2.08,54.97,29,0,0,29,2947.90,0.91,1.21,11.97,22.19,6.03,11.45,24.52,13.23,72.80,55.92,55.16,0.0000,,,,,,,,,0,28,0
P04,SITE1,map,A,1,1,63.88,27.20,6,4.53,36.68,0,8,0,8,2993.17,4.91,3.16,37.58,57.38,52.26,28.83,27.62,30.16,37.49,51.11,37.26,0.0000,37.49,51.11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P04,SITE1,map,B,1,2,79.28,13.16,6,2.19,66.13,0,15,0,15,6285.45,1.76,3.60,15.40,38.03,24.17,4.67,40.68,27.10,32.66,45.99,30.62,0.2143,32.66,45.99,0.0714,0.2143,0.2143,0.0000,0.0000,0.0000,14,14,0
P04,SITE1,map,C,1,3,56.73,23.91,6,3.99,32.82,0,7,0,7,2899.51,4.70,3.95,26.96,88.50,109.21,-15.04,107.87,102.10,28.54,55.18,28.54,0.1667,28.54,55.18,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P04,SITE1,tsunami,A,2,7,55.12,13.61,6,2.27,41.52,0,0,13,13,3997.36,1.84,2.22,45.78,66.47,47.31,41.41,50.61,22.39,76.75,50.87,50.39,0.0000,,,,,,,,,0,12,0
P04,SITE1,tsunami,B,2,5,67.28,22.85,6,3.81,44.42,0,0,12,12,2959.97,3.23,2.03,52.44,102.17,104.05,46.09,83.74,47.23,67.97,55.50,54.59,0.0000,,,,,,,,,0,11,0
P04,SITE1,tsunami,C,2,6,58.35,14.11,6,2.35,44.24,0,0,15,15,2988.11,1.92,1.71,61.07,98.11,93.87,55.06,77.04,38.56,77.57,50.91,50.91,0.0000,,,,,,,,,0,14,0
P05,SITE1,baseline,A,3,9,69.08,10.60,6,1.77,58.48,101,0,0,101,3247.64,0.44,0.28,10.77,16.29,6.91,4.68,18.77,17.21,67.52,52.85,52.24,0.0000,,,,,,,,,0,100,13
P05,SITE1,baseline,B,3,10,48.24,9.22,6,1.54,39.02,94,0,0,94,2965.23,0.38,0.17,7.60,10.31,2.85,7.07,6.95,4.25,58.78,55.45,53.00,0.0000,,,,,,,,,0,93,14
P05,SITE1,baseline,C,3,11,54.76,8.10,6,1.35,46.66,140,0,0,140,3087.79,0.34,0.12,12.25,17.93,5.70,11.17,14.53,8.79,61.87,59.77,56.63,0.0000,,,,,,,,,0,139,37
P05,SITE1,map,A,1,3,46.45,25.27,6,4.21,21.17,0,7,0,7,2989.74,4.96,2.32,25.37,52.35,53.75,-3.14,57.29,55.98,60.06,45.15,45.15,0.0000,60.06,45.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P05,SITE1,map,B,1,1,55.83,25.32,6,4.22,30.51,0,7,0,7,2909.38,4.52,3.14,59.57,86.41,74.17,45.77,40.40,48.85,54.70,47.72,45.75,0.0000,54.70,47.72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P05,SITE1,map,C,1,2,41.51,18.38,6,3.06,23.13,0,7,0,7,2914.56,3.57,2.84,32.02,112.44,127.10,20.91,98.65,96.38,81.39,43.96,43.96,0.0000,81.39,43.96,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P05,SITE1,tsunami,A,2,6,48.30,9.86,6,1.64,38.44,0,0,22,22,3151.19,1.16,1.06,37.58,42.05,14.38,35.46,33.16,5.93,90.04,58.10,57.98,0.0000,,,,,,,,,0,21,0
P05,SITE1,tsunami,B,2,7,38.04,8.62,6,1.44,29.42,0,0,17,17,2915.84,1.17,0.99,28.83,31.78,10.60,25.68,32.14,3.72,86.53,66.61,64.65,0.0000,,,,,,,,,0,16,0
P05,SITE1,tsunami,C,2,5,54.29,13.56,6,2.26,40.73,0,0,16,16,3220.25,1.90,1.58,66.40,74.25,52.37,64.40,46.21,7.94,88.58,59.41,58.95,0.0000,,,,,,,,,0,15,0
P06,SITE1,baseline,A,3,11,72.84,13.54,6,2.26,59.30,35,0,0,35,3072.01,1.05,1.04,13.43,16.70,10.50,11.02,26.95,6.39,79.16,55.30,55.13,0.0000,,,,,,,,,0,34,0
P06,SITE1,baseline,B,3,9,70.48,16.74,6,2.79,53.74,35,0,0,35,3000.41,1.15,0.79,20.38,27.28,5.81,19.57,33.00,5.63,79.10,58.50,58.43,0.0000,,,,,,,,,0,34,0
P06,SITE1,baseline,C,3,10,68.56,16.86,6,2.81,51.69,34,0,0,34,3003.92,1.21,0.77,23.99,33.15,17.74,22.33,30.86,9.40,78.28,58.10,57.70,0.0000,,,,,,,,,0,33,0
P06,SITE1,map,A,1,2,39.48,17.03,6,2.84,22.45,0,7,0,7,2987.40,3.53,2.57,29.57,69.92,64.76,4.50,60.00,65.61,39.29,41.19,34.86,0.1667,39.29,41.19,0.0000,0.1667,0.1667,0.0000,0.0000,0.0000,6,6,0
P06,SITE1,map,B,1,3,47.15,23.94,6,3.99,23.21,0,7,0,7,2873.87,4.70,2.65,14.57,107.89,126.40,2.07,100.24,104.24,34.67,34.89,28.38,0.3333,34.67,34.89,0.3333,0.3333,0.3333,0.0000,0.0000,0.0000,6,6,0
P06,SITE1,map,C,1,1,77.40,31.51,6,5.25,45.88,0,8,0,8,2905.79,5.85,3.68,58.26,60.09,60.42,49.12,21.67,18.46,57.18,62.01,54.44,0.0000,57.18,62.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7,7,0
P06,SITE1,tsunami,A,2,5,57.25,16.16,6,2.69,41.09,0,0,13,13,4325.61,2.85,1.72,135.37,140.00,160.62,134.11,41.18,2.77,84.63,54.21,54.21,0.0000,,,,,,,,,0,12,0
P06,SITE1,tsunami,B,2,6,37.05,12.53,6,2.09,24.52,0,0,11,11,2904.89,2.39,1.15,54.40,60.74,53.19,50.05,42.57,3.28,82.27,52.31,51.68,0.0000,,,,,,,,,0,10,0
P06,SITE1,tsunami,C,2,7,56.30,17.85,6,2.97,38.45,0,0,15,15,3041.66,2.27,1.43,56.09,62.54,32.94,54.31,35.33,5.38,79.07,55.35,55.35,0.0000,,,,,,,,,0,14,0
P07,SITE1,baseline,A,2,7,76.29,12.13,6,2.02,64.16,28,0,0,28,3139.62,1.18,1.32,21.53,24.65,12.85,17.27,7.66,14.62,75.79,84.18,73.72,0.0000,,,,,,,,,0,27,0
P07,SITE1,baseline,B,2,5,80.19,16.60,6,2.77,63.59,27,0,0,27,2987.11,1.44,1.42,31.80,39.10,14.16,30.27,3.33,27.32,65.97,81.44,64.16,0.0000,,,,,,,,,0,26,0
P07,SITE1,baseline,C,2,6,75.12,12.92,6,2.15,62.20,29,0,0,29,3083.22,1.28,1.35,31.07,41.59,29.77,27.99,9.51,39.71,55.74,89.26,55.74,0.0000,,,,,,,,,0,28,0
P07,SITE1,map,A,3,10,48.22,17.18,6,2.86,31.04,0,7,0,7,2990.34,4.34,2.99,79.74,79.49,71.51,74.58,7.96,5.98,69.66,62.64,62.17,0.0000,69.66,62.64,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P07,SITE1,map,B,3,11,48.31,14.62,6,2.44,33.70,0,7,0,7,2899.25,3.89,3.44,40.89,57.99,63.38,33.56,22.00,26.61,55.35,58.90,53.95,0.0000,55.35,58.90,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P07,SITE1,map,C,3,9,62.16,15.02,6,2.50,47.14,0,7,0,7,2909.00,3.74,4.98,50.58,78.21,101.62,37.82,35.12,42.16,56.67,60.70,54.79,0.0000,56.67,60.70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P07,SITE1,tsunami,A,1,1,75.11,22.14,6,3.69,52.96,0,0,13,13,3602.82,3.34,2.08,106.58,115.87,131.41,103.80,14.10,21.84,73.30,72.32,65.49,0.0000,,,,,,,,,0,12,0
P07,SITE1,tsunami,B,1,2,38.48,14.19,6,2.37,24.28,0,0,10,10,2875.65,2.05,1.65,8.02,45.88,49.32,2.98,37.15,53.91,78.91,77.66,72.26,0.0000,,,,,,,,,0,9,0
P07,SITE1,tsunami,C,1,3,51.16,19.12,6,3.19,32.04,0,0,12,12,2985.83,2.39,1.82,31.71,80.41,65.51,30.02,48.96,56.50,74.19,79.92,68.88,0.0000,,,,,,,,,0,11,0
P08,SITE1,baseline,A,2,6,68.33,10.64,6,1.77,57.69,42,0,0,42,3053.38,0.71,0.72,13.83,19.02,5.58,12.03,12.79,7.99,71.83,64.76,61.17,0.0000,,,,,,,,,0,41,1
P08,SITE1,baseline,B,2,7,58.18,9.41,6,1.57,48.77,41,0,0,41,2965.72,0.77,0.62,18.55,25.61,4.20,16.84,22.27,7.20,78.80,54.28,53.09,0.0000,,,,,,,,,0,40,0
P08,SITE1,baseline,C,2,5,60.60,10.68,6,1.78,49.92,35,0,0,35,2983.41,0.77,0.84,18.62,21.52,7.00,9.11,25.50,11.96,83.08,65.16,65.16,0.0000,,,,,,,,,0,34,0
P08,SITE1,map,A,3,9,45.00,18.23,6,3.04,26.77,0,7,0,7,2987.55,4.42,2.50,48.02,67.63,72.22,38.30,25.52,31.32,55.07,51.37,50.34,0.0000,55.07,51.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P08,SITE1,map,B,3,10,43.87,18.59,6,3.10,25.27,0,7,0,7,2899.20,4.09,2.71,80.47,85.86,88.44,53.23,36.06,29.84,51.26,58.54,48.21,0.0000,51.26,58.54,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6,6,0
P08,SITE1,map,C,3,11,40.27,20.58,6,3.43,19.69,0,6,0,6,2446.48,2.83,2.28,66.54,88.04,101.18,54.69,37.25,36.33,53.56,78.18,53.56,0.0000,53.56,78.18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5,5,0
P08,SITE1,tsunami,A,1,3,39.75,8.44,6,1.41,31.31,0,0,16,16,3216.11,1.39,1.16,49.67,56.10,37.49,44.52,27.75,12.57,84.28,55.77,55.77,0.0000,,,,,,,,,0,15,0
P08,SITE1,tsunami,B,1,1,46.40,11.56,6,1.93,34.84,0,0,16,16,3097.55,1.80,1.05,63.18,67.83,56.75,63.14,21.07,7.58,85.87,63.11,62.95,0.0000,,,,,,,,,0,15,0
P08,SITE1,tsunami,C,1,2,50.06,9.99,6,1.66,40.08,0,0,19,19,3119.60,1.37,1.10,64.32,67.45,56.30,51.38,33.69,14.84,83.42,60.16,60.16,0.0000,,,,,,,,,0,18,0
